elapsed_sec,avg_power_node0_W,energy_node0_J
1.5809412002563477,12.568384414558858,19.869876741635856
1.561607837677002,11.967142618639002,18.687983707865147
1.5398807525634766,11.956406013869453,18.41143949059177
1.5401544570922852,12.116801444019465,18.661745749708817
1.538140058517456,12.414587138943903,19.095373788365233
1.5408267974853516,12.165673561936636,18.745195833691035
1.5265464782714844,12.311604663872565,18.794236741505447
1.542253017425537,11.985041225285668,18.483965993666278
1.5428781509399414,12.307082483572419,18.988328665719557
1.539442777633667,12.047034049972721,18.54571956013737
1.5343108177185059,12.075621259031664,18.527756328403846
1.5329325199127197,12.084567136483454,18.52482595258402
1.5366177558898926,12.143428414912941,18.65980771973308
1.5341033935546875,12.117197928110354,18.589034461887923
1.532966136932373,12.254708312333692,18.78605286079122
1.5406436920166016,12.052948877298336,18.569299658008262
1.5417454242706299,12.124394306951377,18.69272944479516
1.532064437866211,12.195416150403457,18.684163389012383
1.5361602306365967,12.247288786511678,18.813797966960784
1.5394906997680664,12.295302717852355,18.92850418496673
1.5301587581634521,12.225575563787416,18.707071522518397
1.5388412475585938,12.084579645317792,18.596249617622018
1.5391879081726074,12.123306997393135,18.660047537451874
1.539628028869629,12.318833104211262,18.966420730210718
1.5494647026062012,12.62810005472933,19.566795295782534
1.544327735900879,12.031191308855936,18.58010243419582
1.539768934249878,12.217250958455484,18.8117434877643
1.5306684970855713,12.154472554073898,18.604468237212117
1.5320091247558594,12.17037155048322,18.645120267009407
1.5447430610656738,12.155888154810437,18.77772387823384
1.5441460609436035,12.066156411252287,18.631907893164627
1.543133020401001,12.178343939377887,18.792804666654423
1.527270793914795,12.049552261572142,18.402929248849098
1.5514357089996338,12.068266470081248,18.72313954740701
1.5417723655700684,12.293432380593167,18.953674322402804
1.5320539474487305,12.223850134414612,18.7275978514516
1.551011562347412,12.210819228314339,18.939121808849645
1.5336816310882568,12.223877247243262,18.747535994774676
1.5452861785888672,12.052832875537979,18.62507605541035
1.5490612983703613,12.240729055028455,18.961639642982185
1.5421369075775146,12.3326609954199,19.018651689678677
1.53761887550354,12.252594383358801,18.83982039774115
1.534559726715088,12.185753539394602,18.699766621230797
1.5482547283172607,12.51674895752267,19.37911575664462
1.53643798828125,12.163665587040851,18.688717884678915
1.5540940761566162,12.180875148042688,18.930225909976485
1.5492441654205322,11.921544037575119,18.469382543017186
1.5382614135742188,12.242029329623733,18.831441341604048
1.528937578201294,12.254014644934013,18.7356234744686
1.5376996994018555,12.229189385843313,18.804820842539623
1.5626194477081299,11.959197033981344,18.687673864272632
1.5489919185638428,12.070960127666021,18.69781968706104
1.5488688945770264,12.205910161501045,18.905354579150618
1.5330390930175781,12.186662519243926,18.68263005541302
1.5490086078643799,12.042124342635422,18.653354263715457
1.536445140838623,12.217254268814367,18.771140955709757
1.5412516593933105,12.06754378829709,18.59912188851433
1.5366239547729492,12.080657833845738,18.563428216902846
1.5439612865447998,12.227057850410663,18.87810396937774
1.5294654369354248,12.30513442661952,18.820277802358763
1.5415611267089844,12.190708707049618,18.792722649820433
1.5388250350952148,12.317422835537673,18.954358627178863
1.554382085800171,12.085636119327456,18.785696279382094
1.5347225666046143,12.686091057717231,19.469630228279634
1.53851318359375,12.18892372020825,18.75281983735897
1.5333800315856934,12.021965375582587,18.43424164733294
1.5457432270050049,12.108344856340997,18.716392051929986
1.5413010120391846,12.128403188812957,18.693520109336685
1.5417847633361816,12.162564945808104,18.752057316533687
1.5462672710418701,12.14038812062449,18.77228480866717
1.5510261058807373,12.076046203541399,18.730262917514676
1.5440385341644287,12.153148740236078,18.764929966356387
1.5417492389678955,12.158274612772152,18.74501063140415
1.5440645217895508,12.032139421274023,18.578399601614677
1.5375354290008545,12.203584755003027,18.763443921631865
1.5414741039276123,12.146526931285676,18.723556717236196
1.542037010192871,12.131253340859054,18.706841631630574
1.5338282585144043,12.248263263663107,18.786732311530336
1.538316011428833,12.081397283865606,18.585006882203274
1.5405006408691406,12.189905555194517,18.778557319911453
1.52907395362854,12.188997602242363,18.637878754429526
1.5361731052398682,12.070934837031304,18.54304545175048
1.5499298572540283,12.39482969562172,19.211116620822963
1.5446271896362305,12.138979782797534,18.750198226953575
1.5449047088623047,12.120821450740777,18.72551413452866
1.5381109714508057,12.12644806865688,18.651822819129578
1.546180009841919,12.200531321221977,18.864217638323638
1.5438129901885986,12.08548957097627,18.657735792462
1.536444902420044,12.232021020302103,18.79382634293799
1.5874950885772705,12.001786734831668,19.05277749569711
1.5343787670135498,12.16494463993,18.665632757403888
1.526437520980835,12.28638350864531,18.75439678475636
1.5344016551971436,12.190270657037193,18.70477147345904
1.5346777439117432,12.154677641204323,18.65351326037796
1.529125452041626,12.040319744418728,18.411159371910003
1.5349702835083008,12.268131027495516,18.831216561391773
1.5466270446777344,12.021659149492036,18.593023162501915
1.5399796962738037,12.228141873989998,18.831090209100097
1.5355620384216309,12.294559642773187,18.87905906655311
1.536963939666748,12.37516418749582,19.020181103636425
